,product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,volume,comp_1,freight_price_comp1,comp_2,freight_price_comp2,comp_3,freight_price_comp3,lag_price
14,bed1,bed_bath_table,01-07-2018,8,319.92,20.4175,39.99,39,161,2,350,4.0,26,22,9,1,7,2018,3800,77.93333333,19.952,39.99,20.4175,39.99,20.4175,39.99
15,bed1,bed_bath_table,01-08-2018,8,313.92,16.33375,39.24,39,161,2,350,4.0,15,23,8,1,8,2018,3800,74.0,17.25571429,39.24,16.33375,39.24,16.33375,39.99
16,garden5,garden_tools,01-03-2017,6,419.4,32.68,69.9,36,450,1,9000,4.1,21,23,8,1,3,2017,19656,69.9,32.68,69.9,32.68,69.9,32.68,69.85
17,garden5,garden_tools,01-04-2017,3,247.9,34.21666667,82.63333333,36,450,1,9000,4.1,17,20,10,2,4,2017,19656,82.63333333,34.21666667,82.63333333,34.21666667,82.63333333,34.21666667,69.9
18,garden5,garden_tools,01-05-2017,20,1956.0,39.8975,97.58823529,36,450,1,9000,4.1,34,23,8,1,5,2017,19656,59.9,19.7325,59.9,26.24666667,97.58823529,39.8975,82.63333333
19,garden5,garden_tools,01-06-2017,8,712.0,40.80125,89.0,36,450,1,9000,4.1,26,22,8,1,6,2017,19656,59.9,17.67,59.9,16.26,89.0,40.80125,97.58823529
20,garden5,garden_tools,01-07-2017,10,890.0,39.156,89.0,36,450,1,9000,4.1,74,21,10,1,7,2017,19656,59.9,16.62642857,59.9,16.11157895,59.9,15.39230769,89.0
21,garden5,garden_tools,01-08-2017,7,683.0,39.5,97.33333333,36,450,1,9000,4.1,113,23,8,1,8,2017,19656,59.9,18.16230769,59.9,17.68111111,59.9,18.05043478,89.0
22,garden5,garden_tools,01-09-2017,9,891.0,39.01888889,99.0,36,450,1,9000,4.1,115,21,9,1,9,2017,19656,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,97.33333333
23,garden5,garden_tools,01-10-2017,14,1386.0,45.77642857,99.0,36,450,1,9000,4.1,146,22,9,2,10,2017,19656,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,99.0
24,garden5,garden_tools,01-11-2017,17,1683.0,32.86352941,99.0,36,450,1,9000,4.1,339,22,8,4,11,2017,19656,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,99.0
25,garden5,garden_tools,01-12-2017,11,1089.0,38.05545455,99.0,36,450,1,9000,4.1,184,21,10,1,12,2017,19656,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,99.0
26,garden5,garden_tools,01-01-2018,4,398.0,41.54,99.5,36,450,1,9000,4.1,137,23,8,2,1,2018,19656,49.9,19.495,49.9,15.84103448,49.9,16.50512821,99.0
27,garden5,garden_tools,01-02-2018,2,202.0,43.555,101.0,36,450,1,9000,4.1,160,20,8,2,2,2018,19656,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,99.5
28,garden5,garden_tools,01-03-2018,1,101.0,67.02,101.0,36,450,1,9000,4.1,116,22,9,1,3,2018,19656,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,101.0
29,garden5,garden_tools,01-04-2018,1,101.0,79.76,101.0,36,450,1,9000,4.1,111,21,9,1,4,2018,19656,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,101.0
30,consoles1,consoles_games,01-07-2017,13,258.7,13.47307692,19.9,49,100,4,150,4.2,13,21,10,1,7,2017,2304,19.9,13.47307692,19.9,11.85,19.9,13.47307692,19.85
31,consoles1,consoles_games,01-08-2017,24,477.6,16.16375,19.9,49,100,4,150,4.2,33,23,8,1,8,2017,2304,19.9,16.16375,19.9,15.83272727,19.9,16.16375,19.9
32,consoles1,consoles_games,01-09-2017,9,179.1,16.13333333,19.9,49,100,4,150,4.2,17,21,9,1,9,2017,2304,19.9,16.13333333,19.9,15.41111111,19.9,16.13333333,19.9
33,consoles1,consoles_games,01-10-2017,28,603.2,13.53428571,21.54285714,49,100,4,150,4.2,38,22,9,2,10,2017,2304,21.54285714,13.53428571,20.66666667,12.80333333,21.54285714,13.53428571,19.9
34,consoles1,consoles_games,01-11-2017,28,686.0,13.64535714,24.5,49,100,4,150,4.2,49,22,8,4,11,2017,2304,24.5,13.64535714,24.5,13.65217391,24.5,13.64535714,21.54285714
35,consoles1,consoles_games,01-12-2017,16,392.0,12.87375,24.5,49,100,4,150,4.2,30,21,10,1,12,2017,2304,24.5,12.87375,24.5,13.52470588,24.5,12.87375,24.5
36,consoles1,consoles_games,01-02-2018,5,162.5,15.256,32.5,49,100,4,150,4.2,6,20,8,2,2,2018,2304,32.5,15.256,32.5,11.85,32.5,15.256,32.45
37,consoles1,consoles_games,01-03-2018,6,195.0,18.05666667,32.5,49,100,4,150,4.2,13,22,9,1,3,2018,2304,32.5,18.05666667,32.74285714,14.02714286,32.5,18.05666667,32.5
38,consoles1,consoles_games,01-04-2018,7,245.4,12.98571429,35.05714286,49,100,4,150,4.2,13,21,9,1,4,2018,2304,35.05714286,12.98571429,34.2,15.015,35.05714286,12.98571429,32.5
39,consoles1,consoles_games,01-05-2018,3,108.6,15.87,36.2,49,100,4,150,4.2,3,23,8,3,5,2018,2304,36.2,15.87,36.2,15.87,36.2,15.87,35.05714286
40,consoles1,consoles_games,01-06-2018,2,72.4,18.35,36.2,49,100,4,150,4.2,2,21,9,0,6,2018,2304,36.2,18.35,36.2,18.35,36.2,18.35,36.2
41,consoles1,consoles_games,01-07-2018,1,36.2,22.18,36.2,49,100,4,150,4.2,1,22,9,1,7,2018,2304,36.2,22.18,36.2,22.18,36.2,22.18,36.2
42,garden7,garden_tools,01-04-2017,1,59.9,17.16,59.9,57,339,2,1800,4.2,17,20,10,2,4,2017,32560,59.9,17.16,59.9,17.16,59.9,17.16,59.85
43,garden7,garden_tools,01-05-2017,1,59.9,13.44,59.9,57,339,2,1800,4.2,34,23,8,1,5,2017,32560,59.9,19.7325,59.9,26.24666667,59.9,13.44,59.9
44,garden7,garden_tools,01-07-2017,4,239.6,17.67,59.9,57,339,2,1800,4.2,74,21,10,1,7,2017,32560,59.9,16.62642857,59.9,16.11157895,59.9,15.39230769,59.85
45,garden7,garden_tools,01-08-2017,6,359.4,16.26,59.9,57,339,2,1800,4.2,113,23,8,1,8,2017,32560,59.9,18.16230769,59.9,17.68111111,59.9,18.05043478,59.9
46,garden7,garden_tools,01-09-2017,5,299.5,16.782,59.9,57,339,2,1800,4.2,115,21,9,1,9,2017,32560,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,59.9
47,garden7,garden_tools,01-10-2017,11,658.9,14.80727273,59.9,57,339,2,1800,4.2,146,22,9,2,10,2017,32560,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,59.9
48,garden7,garden_tools,01-11-2017,20,1043.6,16.016,51.32222222,57,339,2,1800,4.2,339,22,8,4,11,2017,32560,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,59.9
49,garden7,garden_tools,01-12-2017,10,571.8,18.103,56.97777778,57,339,2,1800,4.2,184,21,10,1,12,2017,32560,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,51.32222222
50,garden7,garden_tools,01-01-2018,11,548.9,21.98272727,49.9,57,339,2,1800,4.2,137,23,8,2,1,2018,32560,49.9,19.495,49.9,15.84103448,49.9,16.50512821,56.97777778
51,garden7,garden_tools,01-02-2018,8,411.2,14.08375,51.4,57,339,2,1800,4.2,160,20,8,2,2,2018,32560,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,49.9
52,garden7,garden_tools,01-03-2018,3,161.7,21.35,53.9,57,339,2,1800,4.2,116,22,9,1,3,2018,32560,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,51.4
53,garden7,garden_tools,01-04-2018,8,431.2,19.56375,53.9,57,339,2,1800,4.2,111,21,9,1,4,2018,32560,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,53.9
54,garden7,garden_tools,01-05-2018,9,477.1,16.46,52.9,57,339,2,1800,4.2,102,23,8,3,5,2018,32560,53.41515152,10.75303571,53.70952381,13.51034483,53.05789474,12.98,53.9
55,garden7,garden_tools,01-06-2018,5,249.5,23.122,49.9,57,339,2,1800,4.2,58,21,9,0,6,2018,32560,49.9,19.89083333,49.9,23.25166667,49.9,22.87866667,52.9
56,garden7,garden_tools,01-07-2018,6,299.4,20.99,49.9,57,339,2,1800,4.2,54,22,9,1,7,2018,32560,49.91,28.37333333,49.9,33.28142857,49.9,20.99,49.9
57,garden7,garden_tools,01-08-2018,7,349.3,24.48142857,49.9,57,339,2,1800,4.2,46,23,8,1,8,2018,32560,49.91,20.32833333,49.9,36.442,49.9,32.32,49.9
58,health9,health_beauty,01-02-2017,11,219.89,11.75090909,19.99,48,575,1,100,4.3,19,20,8,2,2,2017,4500,19.99,11.75090909,19.99,11.75090909,64.99,15.348,19.94
59,health9,health_beauty,01-03-2017,9,179.91,13.81888889,19.99,48,575,1,100,4.3,25,23,8,1,3,2017,4500,19.99,13.81888889,89.99,13.02,64.99,17.26222222,19.99
60,health9,health_beauty,01-04-2017,13,259.87,18.03846154,19.99,48,575,1,100,4.3,23,20,10,2,4,2017,4500,19.99,18.03846154,19.99,18.03846154,64.99,15.16888889,19.99
61,health9,health_beauty,01-05-2017,16,319.84,14.8475,19.99,48,575,1,100,4.3,41,23,8,1,5,2017,4500,19.99,14.8475,89.99,16.09833333,64.99,14.811875,19.99
62,health9,health_beauty,01-06-2017,21,419.79,12.68333333,19.99,48,575,1,100,4.3,53,22,8,1,6,2017,4500,19.99,12.68333333,89.99,14.16333333,58.79952381,13.90333333,19.99
63,health9,health_beauty,01-07-2017,29,579.71,11.13517241,19.99,48,575,1,100,4.3,61,21,10,1,7,2017,4500,19.99,11.13517241,89.99,12.11882353,59.25666667,17.998,19.99
64,health9,health_beauty,01-08-2017,28,651.72,14.27678571,23.39740741,48,575,1,100,4.3,82,23,8,1,8,2017,4500,23.39740741,14.27678571,89.99,13.41055556,58.99,16.24090909,19.99
65,health9,health_beauty,01-09-2017,24,575.76,16.12,23.99,48,575,1,100,4.3,89,21,9,1,9,2017,4500,23.99,16.12,89.99,13.96428571,58.99,15.6392,23.39740741
66,health9,health_beauty,01-10-2017,27,647.73,13.13666667,23.99,48,575,1,100,4.3,81,22,9,2,10,2017,4500,23.99,13.13666667,89.99,16.56291667,58.99,19.06526316,23.99
67,health9,health_beauty,01-11-2017,28,671.72,12.37535714,23.99,48,575,1,100,4.3,139,22,8,4,11,2017,4500,23.99,12.37535714,89.99,16.99038462,58.99,15.71166667,23.99
68,health9,health_beauty,01-12-2017,19,455.81,12.45684211,23.99,48,575,1,100,4.3,112,21,10,1,12,2017,4500,23.99,12.45684211,89.99,15.89473684,58.99,16.33222222,23.99
69,health9,health_beauty,01-01-2018,19,455.81,11.28736842,23.99,48,575,1,100,4.3,98,23,8,2,1,2018,4500,23.99,11.28736842,89.99,14.811,58.99,22.67833333,23.99
70,health9,health_beauty,01-02-2018,14,335.86,12.55,23.99,48,575,1,100,4.3,126,20,8,2,2,2018,4500,23.99,12.55,89.99,16.30764706,58.99,19.575,23.99
71,health9,health_beauty,01-03-2018,8,191.92,14.19875,23.99,48,575,1,100,4.3,169,22,9,1,3,2018,4500,23.99,14.19875,83.74,11.876875,58.99,15.228,23.99
72,health9,health_beauty,01-05-2018,7,167.93,7.988571429,23.99,48,575,1,100,4.3,159,23,8,3,5,2018,4500,23.99,7.988571429,79.99,21.943125,58.99,9.4225,23.94
73,health9,health_beauty,01-06-2018,3,71.97,16.27,23.99,48,575,1,100,4.3,131,21,9,0,6,2018,4500,23.99,16.27,79.99,13.36230769,58.99,16.43,23.99
74,health9,health_beauty,01-07-2018,3,71.97,18.81,23.99,48,575,1,100,4.3,113,22,9,1,7,2018,4500,23.99,18.81,79.99,16.745,58.99,7.67,23.99
75,health9,health_beauty,01-08-2018,2,47.98,16.77,23.99,48,575,1,100,4.3,127,23,8,1,8,2018,4500,23.99,16.77,82.82142857,12.41857143,58.99,12.08333333,23.99
76,cool4,cool_stuff,01-07-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,42,21,10,1,7,2017,16530,99.99,16.52909091,129.99,18.715625,134.99,15.7,134.94
77,cool4,cool_stuff,01-08-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,39,23,8,1,8,2017,16530,99.99,18.975,116.9275,19.02125,134.99,15.7,134.99
78,cool4,cool_stuff,01-10-2017,12,1763.88,18.755,146.99,40,1456,1,2425,3.8,33,22,9,2,10,2017,16530,99.99,16.95,119.99,19.997,146.99,18.755,146.94
79,cool4,cool_stuff,01-11-2017,27,4248.73,20.83703704,157.3603704,40,1456,1,2425,3.8,42,22,8,4,11,2017,16530,99.99,16.1875,129.99,22.67444444,157.3603704,20.83703704,146.99
80,cool4,cool_stuff,01-12-2017,29,4842.71,24.47137931,166.99,40,1456,1,2425,3.8,38,21,10,1,12,2017,16530,99.99,15.26666667,129.99,25.59,166.99,24.47137931,157.3603704
81,cool4,cool_stuff,01-01-2018,13,2170.87,25.28615385,166.99,40,1456,1,2425,3.8,102,23,8,2,1,2018,16530,99.99,16.54,129.99,17.41,29.5,16.53263158,166.99
82,cool4,cool_stuff,01-02-2018,8,1415.92,22.87625,176.99,40,1456,1,2425,3.8,20,20,8,2,2,2018,16530,99.99,13.72,129.99,16.71,176.99,22.87625,166.99
83,cool4,cool_stuff,01-03-2018,11,1911.89,23.95454545,173.8081818,40,1456,1,2425,3.8,45,22,9,1,3,2018,16530,99.99,20.78,129.99,18.49,35.0,16.25615385,176.99
84,cool4,cool_stuff,01-04-2018,6,1019.94,24.87833333,169.99,40,1456,1,2425,3.8,18,21,9,1,4,2018,16530,89.86333333,19.87666667,129.99,23.49,35.0,14.845,173.8081818
85,health3,health_beauty,01-01-2018,1,110.99,44.63,110.99,50,1257,1,700,4.1,98,23,8,2,1,2018,5700,23.99,11.28736842,89.99,14.811,58.99,22.67833333,110.94
86,health3,health_beauty,01-02-2018,2,221.98,20.55,110.99,50,1257,1,700,4.1,126,20,8,2,2,2018,5700,23.99,12.55,89.99,16.30764706,58.99,19.575,110.99
87,health3,health_beauty,01-03-2018,9,998.91,38.19222222,110.99,50,1257,1,700,4.1,169,22,9,1,3,2018,5700,23.99,14.19875,83.74,11.876875,58.99,15.228,110.99
88,health3,health_beauty,01-04-2018,13,1514.87,37.09153846,116.5284615,50,1257,1,700,4.1,118,21,9,1,4,2018,5700,116.5284615,37.09153846,79.99,14.485,58.99,16.30272727,110.99
89,health3,health_beauty,01-05-2018,23,2759.77,31.5826087,119.99,50,1257,1,700,4.1,159,23,8,3,5,2018,5700,23.99,7.988571429,79.99,21.943125,58.99,9.4225,116.5284615
90,health3,health_beauty,01-06-2018,43,5288.57,35.51837209,122.99,50,1257,1,700,4.1,131,21,9,0,6,2018,5700,23.99,16.27,79.99,13.36230769,58.99,16.43,119.99
91,health3,health_beauty,01-07-2018,33,4058.67,33.01,122.99,50,1257,1,700,4.1,113,22,9,1,7,2018,5700,23.99,18.81,79.99,16.745,58.99,7.67,122.99
92,health3,health_beauty,01-08-2018,32,3935.68,36.941875,122.99,50,1257,1,700,4.1,127,23,8,1,8,2018,5700,23.99,16.77,82.82142857,12.41857143,58.99,12.08333333,122.99
93,perfumery1,perfumery,01-06-2017,4,227.96,18.4525,56.99,54,1536,2,250,4.3,4,22,8,1,6,2017,3360,56.99,18.4525,56.99,18.4525,56.99,18.4525,56.94
94,perfumery1,perfumery,01-07-2017,7,398.93,11.75,56.99,54,1536,2,250,4.3,7,21,10,1,7,2017,3360,56.99,11.75,56.99,11.75,56.99,11.75,56.99
95,perfumery1,perfumery,01-08-2017,7,398.93,13.58857143,56.99,54,1536,2,250,4.3,8,23,8,1,8,2017,3360,56.99,13.58857143,142.5,15.75,56.99,13.58857143,56.99
96,perfumery1,perfumery,01-09-2017,17,968.83,13.74117647,56.99,54,1536,2,250,4.3,18,21,9,1,9,2017,3360,56.99,13.74117647,142.5,9.19,56.99,13.74117647,56.99
97,perfumery1,perfumery,01-10-2017,17,968.83,12.29294118,56.99,54,1536,2,250,4.3,19,22,9,2,10,2017,3360,56.99,12.29294118,142.5,17.15,56.99,12.29294118,56.99
98,perfumery1,perfumery,01-11-2017,20,1139.8,12.714,56.99,54,1536,2,250,4.3,27,22,8,4,11,2017,3360,56.99,12.714,118.05,14.29375,56.99,12.714,56.99
99,perfumery1,perfumery,01-12-2017,24,1367.76,13.82,56.99,54,1536,2,250,4.3,34,21,10,1,12,2017,3360,56.99,13.82,118.0,11.02666667,56.99,13.82,56.99
100,perfumery1,perfumery,01-01-2018,10,569.9,12.215,56.99,54,1536,2,250,4.3,15,23,8,2,1,2018,3360,56.99,12.215,117.9,14.03833333,56.99,12.215,56.99
101,perfumery1,perfumery,01-02-2018,4,227.96,14.5575,56.99,54,1536,2,250,4.3,12,20,8,2,2,2018,3360,56.99,14.5575,117.8888889,13.88090909,56.99,14.5575,56.99
102,perfumery1,perfumery,01-03-2018,14,706.86,15.19642857,50.49,54,1536,2,250,4.3,18,22,9,1,3,2018,3360,50.49,15.19642857,117.7,15.175,50.49,15.19642857,56.99
103,perfumery1,perfumery,01-04-2018,2,99.98,13.665,49.99,54,1536,2,250,4.3,10,21,9,1,4,2018,3360,49.99,13.665,117.975,21.65,49.99,13.665,50.49
104,perfumery1,perfumery,01-07-2018,8,399.92,12.5225,49.99,54,1536,2,250,4.3,13,22,9,1,7,2018,3360,49.99,12.5225,118.7,15.978,49.99,12.5225,49.94
105,perfumery1,perfumery,01-08-2018,4,199.96,12.28,49.99,54,1536,2,250,4.3,19,23,8,1,8,2018,3360,49.99,12.28,116.9066667,17.79058824,49.99,12.28,49.99
106,cool5,cool_stuff,01-04-2017,2,199.98,21.17,99.99,54,995,1,4475,4.3,33,20,10,2,4,2017,32736,99.99,14.20235294,129.99,17.39642857,99.99,21.17,99.94
107,cool5,cool_stuff,01-05-2017,18,1799.82,15.57722222,99.99,54,995,1,4475,4.3,58,23,8,1,5,2017,32736,99.99,15.02090909,129.99,18.27277778,99.99,15.57722222,99.99
108,cool5,cool_stuff,01-06-2017,11,1099.89,20.49090909,99.99,54,995,1,4475,4.3,42,22,8,1,6,2017,32736,99.99,13.82642857,129.99,17.06117647,99.99,20.49090909,99.99
109,cool5,cool_stuff,01-07-2017,14,1399.86,19.91214286,99.99,54,995,1,4475,4.3,42,21,10,1,7,2017,32736,99.99,16.52909091,129.99,18.715625,99.99,19.91214286,99.99
110,cool5,cool_stuff,01-08-2017,8,799.92,18.22875,99.99,54,995,1,4475,4.3,39,23,8,1,8,2017,32736,99.99,18.975,116.9275,19.02125,99.99,18.22875,99.99
111,cool5,cool_stuff,01-09-2017,6,599.94,17.78166667,99.99,54,995,1,4475,4.3,10,21,9,1,9,2017,32736,99.99,15.93333333,99.99,17.78166667,29.5,11.73,99.99
112,cool5,cool_stuff,01-10-2017,9,899.91,18.51888889,99.99,54,995,1,4475,4.3,33,22,9,2,10,2017,32736,99.99,16.95,119.99,19.997,99.99,18.51888889,99.99
113,cool5,cool_stuff,01-11-2017,2,199.98,17.45,99.99,54,995,1,4475,4.3,42,22,8,4,11,2017,32736,99.99,16.1875,129.99,22.67444444,99.99,17.45,99.99
114,cool5,cool_stuff,01-12-2017,3,299.97,17.95,99.99,54,995,1,4475,4.3,38,21,10,1,12,2017,32736,99.99,15.26666667,129.99,25.59,99.99,17.95,99.99
115,cool5,cool_stuff,01-01-2018,6,599.94,15.90166667,99.99,54,995,1,4475,4.3,102,23,8,2,1,2018,32736,99.99,16.54,129.99,17.41,29.5,16.53263158,99.99
116,cool5,cool_stuff,01-02-2018,9,899.91,19.08111111,99.99,54,995,1,4475,4.3,20,20,8,2,2,2018,32736,99.99,13.72,129.99,16.71,99.99,19.08111111,99.99
117,cool5,cool_stuff,01-03-2018,5,489.76,17.592,97.952,54,995,1,4475,4.3,45,22,9,1,3,2018,32736,99.99,20.78,129.99,18.49,35.0,16.25615385,99.99
118,cool5,cool_stuff,01-04-2018,4,338.77,18.195,84.6925,54,995,1,4475,4.3,18,21,9,1,4,2018,32736,89.86333333,19.87666667,129.99,23.49,35.0,14.845,97.952
119,health8,health_beauty,01-03-2017,6,539.94,13.02,89.99,59,492,3,250,4.1,25,23,8,1,3,2017,3960,19.99,13.81888889,89.99,13.02,64.99,17.26222222,89.94
120,health8,health_beauty,01-05-2017,6,539.94,16.09833333,89.99,59,492,3,250,4.1,41,23,8,1,5,2017,3960,19.99,14.8475,89.99,16.09833333,64.99,14.811875,89.94
121,health8,health_beauty,01-06-2017,9,809.91,14.16333333,89.99,59,492,3,250,4.1,53,22,8,1,6,2017,3960,19.99,12.68333333,89.99,14.16333333,58.79952381,13.90333333,89.99
122,health8,health_beauty,01-07-2017,17,1529.83,12.11882353,89.99,59,492,3,250,4.1,61,21,10,1,7,2017,3960,19.99,11.13517241,89.99,12.11882353,59.25666667,17.998,89.99
123,health8,health_beauty,01-08-2017,18,1619.82,13.41055556,89.99,59,492,3,250,4.1,82,23,8,1,8,2017,3960,23.39740741,14.27678571,89.99,13.41055556,58.99,16.24090909,89.99
124,health8,health_beauty,01-09-2017,21,1889.79,13.96428571,89.99,59,492,3,250,4.1,89,21,9,1,9,2017,3960,23.99,16.12,89.99,13.96428571,58.99,15.6392,89.99
125,health8,health_beauty,01-10-2017,24,2159.76,16.56291667,89.99,59,492,3,250,4.1,81,22,9,2,10,2017,3960,23.99,13.13666667,89.99,16.56291667,58.99,19.06526316,89.99
126,health8,health_beauty,01-11-2017,26,2339.74,16.99038462,89.99,59,492,3,250,4.1,139,22,8,4,11,2017,3960,23.99,12.37535714,89.99,16.99038462,58.99,15.71166667,89.99
127,health8,health_beauty,01-12-2017,19,1709.81,15.89473684,89.99,59,492,3,250,4.1,112,21,10,1,12,2017,3960,23.99,12.45684211,89.99,15.89473684,58.99,16.33222222,89.99
128,health8,health_beauty,01-01-2018,20,1799.8,14.811,89.99,59,492,3,250,4.1,98,23,8,2,1,2018,3960,23.99,11.28736842,89.99,14.811,58.99,22.67833333,89.99
129,health8,health_beauty,01-02-2018,17,1529.83,16.30764706,89.99,59,492,3,250,4.1,126,20,8,2,2,2018,3960,23.99,12.55,89.99,16.30764706,58.99,19.575,89.99
130,health8,health_beauty,01-03-2018,16,1339.84,11.876875,83.74,59,492,3,250,4.1,169,22,9,1,3,2018,3960,23.99,14.19875,83.74,11.876875,58.99,15.228,89.99
131,health8,health_beauty,01-04-2018,14,1119.86,14.485,79.99,59,492,3,250,4.1,118,21,9,1,4,2018,3960,79.99,14.485,79.99,14.485,58.99,16.30272727,83.74
132,health8,health_beauty,01-05-2018,16,1279.84,21.943125,79.99,59,492,3,250,4.1,159,23,8,3,5,2018,3960,23.99,7.988571429,79.99,21.943125,58.99,9.4225,79.99
133,health8,health_beauty,01-06-2018,13,1039.87,13.36230769,79.99,59,492,3,250,4.1,131,21,9,0,6,2018,3960,23.99,16.27,79.99,13.36230769,58.99,16.43,79.99
134,health8,health_beauty,01-07-2018,10,799.9,16.745,79.99,59,492,3,250,4.1,113,22,9,1,7,2018,3960,23.99,18.81,79.99,16.745,58.99,7.67,79.99
135,health8,health_beauty,01-08-2018,7,579.75,12.41857143,82.82142857,59,492,3,250,4.1,127,23,8,1,8,2018,3960,23.99,16.77,82.82142857,12.41857143,58.99,12.08333333,79.99
136,garden4,garden_tools,01-07-2017,13,778.7,15.39230769,59.9,57,366,2,1650,4.1,74,21,10,1,7,2017,19800,59.9,16.62642857,59.9,16.11157895,59.9,15.39230769,59.85
137,garden4,garden_tools,01-08-2017,23,1377.7,18.05043478,59.9,57,366,2,1650,4.1,113,23,8,1,8,2017,19800,59.9,18.16230769,59.9,17.68111111,59.9,18.05043478,59.9
138,garden4,garden_tools,01-09-2017,13,778.7,16.29461538,59.9,57,366,2,1650,4.1,115,21,9,1,9,2017,19800,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,59.9
139,garden4,garden_tools,01-10-2017,36,2156.4,16.81416667,59.9,57,366,2,1650,4.1,146,22,9,2,10,2017,19800,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,59.9
140,garden4,garden_tools,01-11-2017,69,3711.7,18.27550725,53.78571429,57,366,2,1650,4.1,339,22,8,4,11,2017,19800,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,59.9
141,garden4,garden_tools,01-12-2017,44,2468.6,17.26727273,55.75,57,366,2,1650,4.1,184,21,10,1,12,2017,19800,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,53.78571429
